variable_name_letters,number,label,variable_name
UUUAADI,4,90-99% government pensions and benefits,UUU0038
UUUAAEB,4,Not stated/ not known,UUU0041
UUUAAED,4,Not stated/ not known,UUU0043
UUUAAEF,4,Not stated/ not known,UUU0045
UUUAAEH,4,Not stated/ not known,UUU0047
UUUAAEJ,4,Not stated/ not known,UUU0049
UUUAAFA,4,4 bedrooms,UUU0050
UUUAAFC,4,Not stated/ not known,UUU0052
UUUAAFE,4,Not stated/ not known,UUU0054
UUUAAFG,4,Not stated/ not known,UUU0056
UUUAAFI,4,Not stated/ not known,UUU0058
UUUAAGA,4,Not stated/ not known,UUU0060
UUUAAGC,4,Not stated/ not known,UUU0062
UUUAAGE,4,Not stated/ not known,UUU0064
UUUAAGG,4,Not stated/ not known,UUU0066
UUUAAGI,4,Not stated/ not known,UUU0068
UUUAAHA,4,Not stated/ not known,UUU0070
UUUAAHC,4,Not stated/ not known,UUU0072
UUUAAHE,4,Not stated/ not known,UUU0074
UUUAAHG,4,Not stated/ not known,UUU0076
UUUAAHI,4,Not stated/ not known,UUU0078
UUUAAIA,4,Not stated/ not known,UUU0080
UUUAAIC,4,Not stated/ not known,UUU0082
UUUAAIE,4,Not stated/ not known,UUU0084
UUUAAIG,4,Not stated/ not known,UUU0086
UUUAAII,4,Not stated/ not known,UUU0088
UUUAAJA,4,Not stated/ not known,UUU0090
UUUAAJC,4,Not stated/ not known,UUU0092
UUUAAJE,4,Not stated/ not known,UUU0094
UUUAAJG,4,Not stated/ not known,UUU0096
UUUAAJI,4,Not stated/ not known,UUU0098
UUUABAA,4,Not stated/ not known,UUU0100
UUUABAC,4,Not stated/ not known,UUU0102
UUUABAE,4,Not stated/ not known,UUU0104
UUUABAG,4,Not stated/ not known,UUU0106
UUUABAI,4,Not stated/ not known,UUU0108
UUUABBA,4,Not stated/ not known,UUU0110
UUUABBC,4,Not stated/ not known,UUU0112
UUUABBE,4,Not stated/ not known,UUU0114
UUUABBG,4,Not stated/ not known,UUU0116
UUUABBI,4,Not stated/ not known,UUU0118
UUUABCA,4,Not stated/ not known,UUU0120
UUUABCC,4,Not stated/ not known,UUU0122
UUUABCE,4,Not stated/ not known,UUU0124
UUUABCG,4,Not stated/ not known,UUU0126
UUUABCI,4,Not stated/ not known,UUU0128
UUUABDA,4,Not stated/ not known,UUU0130
UUUABDC,4,Not stated/ not known,UUU0132
UUUABDE,4,Not stated/ not known,UUU0134
UUUABDG,4,Not stated/ not known,UUU0136
UUUABDI,4,Not stated/ not known,UUU0138
UUUABEA,4,Not stated/ not known,UUU0140
UUUABEC,4,Not stated/ not known,UUU0142
UUUABEE,4,Not stated/ not known,UUU0144
UUUABEG,4,Not stated/ not known,UUU0146
UUUABEI,4,Not stated/ not known,UUU0148
UUUABFA,4,Not stated/ not known,UUU0150
UUUABFC,4,Not stated/ not known,UUU0152
UUUABFE,4,Not stated/ not known,UUU0154
UUUABFG,4,Not stated/ not known,UUU0156
UUUABFI,4,Not stated/ not known,UUU0158
UUUABFJ,4,Lawn mowing,UUU0159
UUUABGB,4,Not stated/ not known,UUU0161
UUUABGD,4,Not stated/ not known,UUU0163
UUUABGF,4,Not stated/ not known,UUU0165
UUUABGH,4,Not stated/ not known,UUU0167
UUUABGJ,4,Not stated/ not known,UUU0169
UUUABHB,4,Not stated/ not known,UUU0171
UUUABHD,4,Not stated/ not known,UUU0173
UUUABHF,4,Not stated/ not known,UUU0175
UUUABHH,4,Not stated/ not known,UUU0177
UUUABHJ,4,Not stated/ not known,UUU0179
UUUABIB,4,Not stated/ not known,UUU0181
UUUABID,4,Not stated/ not known,UUU0183
UUUABIF,4,Not stated/ not known,UUU0185
UUUABIH,4,Not stated/ not known,UUU0187
UUUABIJ,4,Not stated/ not known,UUU0189
UUUABJB,4,Not stated/ not known,UUU0191
UUUABJD,4,Not stated/ not known,UUU0193
UUUABJF,4,Not stated/ not known,UUU0195
UUUABJH,4,Not stated/ not known,UUU0197
PPPAAAC,4,Person record;,PPP0002
PPPAAAD,4,Family no. 4,PPP0003
PPPAAAE,4,Income unit no. 4,PPP0004
PPPAAAF,4,Person 4,PPP0005
PPPAAAG,4,"One parent, male head",PPP0006
PPPAAAI,4,South Australia,PPP0008
PPPAAAJ,4,Married couple with dependent children and also with non-dependent children or other relatives,PPP0009
PPPAABA,4,Married or de facto couple with only their children under 15 years,PPP0010
PPPAABC,4,High rise flats 4 or more storeys,PPP0012
PPPAABD,4,Board/lodge,PPP0013
PPPAABF,4,Not stated/ not known,PPP0015
PPPAABH,4,Not stated/ not known,PPP0017
PPPAABJ,4,Not stated/ not known,PPP0019
PPPAACB,4,Not stated/ not known,PPP0021
PPPAACC,4,4 bedrooms,PPP0022
PPPAACE,4,Not stated/ not known,PPP0024
PPPAACG,4,Aged 21 to 24 years,PPP0026
PPPAACI,4,Four months,PPP0028
PPPAACJ,4,Other Europe,PPP0029
PPPAADA,4,1970 to 1979,PPP0030
PPPAADB,4,Dependent relative of head,PPP0031
PPPAADC,4,Dependent other relative of the head,PPP0032
PPPAADD,4,Dependent other relative of the head;,PPP0033
PPPAADE,4,Wife without dependent children,PPP0034
PPPAADF,4,Away for 26 - 51 weeks,PPP0035
PPPAADG,4,Studying through correspondence,PPP0036
PPPAADH,4,Full-time and part-time,PPP0037
PPPAADI,4,Obtained secondary qualifications since leaving school,PPP0038
PPPAADJ,4,Medicine,PPP0039
PPPAAEA,4,15 years,PPP0040
PPPAAEB,4,Unpaid voluntary worker,PPP0041
PPPAAEC,4,Own business with employees (non-limited liability) full-time/part-time,PPP0042
PPPAAED,4,Own business with employees (non-limited liability) full-time/part-time,PPP0043
PPPAAEG,4,Worked up to 49 weeks in year. Half or more part-time.,PPP0046
PPPAAEH,4,"Electricity, gas and water",PPP0047
PPPAAEI,4,"Electricity, gas and water",PPP0048
PPPAAFB,4,Tradespersons,PPP0051
PPPAAFC,4,Tradespersons,PPP0052
PPPAAFD,4,Tradespersons,PPP0053
PPPAAFE,4,25 to 29 hours per week,PPP0054
PPPAAFF,4,25 to 29 hours per week,PPP0055
PPPAAFH,4,25 to 29 hours per week,PPP0057
PPPAAFI,4,35 to 44 hours per week,PPP0058
PPPAAFJ,4,25 to 29 hours per week,PPP0059
PPPAAGA,4,04 weeks,PPP0060
PPPAAGB,4,04 weeks,PPP0061
PPPAAGC,4,04 weeks,PPP0062
PPPAAGD,4,04 weeks,PPP0063
PPPAAGE,4,04 weeks,PPP0064
PPPAAGF,4,04 weeks,PPP0065
PPPAAGG,4,04 weeks,PPP0066
PPPAAGH,4,04 weeks,PPP0067
PPPAAGI,4,Four or more periods,PPP0068
PPPAAGJ,4,Superannuation,PPP0069
PPPAAHA,4,Superannuation,PPP0070
PPPAAHC,4,Not stated/ not known,PPP0072
PPPAAHE,4,Not stated/ not known,PPP0074
PPPAAHG,4,Not stated/ not known,PPP0076
PPPAAHI,4,Not stated/ not known,PPP0078
PPPAAIA,4,Not stated/ not known,PPP0080
PPPAAIC,4,Not stated/ not known,PPP0082
PPPAAIE,4,Not stated/ not known,PPP0084
PPPAAIG,4,Not stated/ not known,PPP0086
PPPAAIJ,4,Not stated/ not known,PPP0089
PPPAAJB,4,Not stated/ not known,PPP0091
PPPAAJD,4,Not stated/ not known,PPP0093
PPPAAJF,4,Not stated/ not known,PPP0095
PPPAAJH,4,Not stated/ not known,PPP0097
PPPAAJJ,4,Not stated/ not known,PPP0099
PPPABAB,4,Not stated/ not known,PPP0101
PPPABAD,4,Not stated/ not known,PPP0103
PPPABAF,4,Not stated/ not known,PPP0105
PPPABAH,4,Not stated/ not known,PPP0107
PPPABAJ,4,Not stated/ not known,PPP0109
PPPABBB,4,Not stated/ not known,PPP0111
PPPABBD,4,Not stated/ not known,PPP0113
PPPABBF,4,Not stated/ not known,PPP0115
PPPABBH,4,Not stated/ not known,PPP0117
PPPABBJ,4,Not stated/ not known,PPP0119
PPPABCB,4,Not stated/ not known,PPP0121
PPPABCD,4,Not stated/ not known,PPP0123
PPPABCF,4,Not stated/ not known,PPP0125
PPPABCH,4,Not stated/ not known,PPP0127
PPPABCJ,4,Not stated/ not known,PPP0129
PPPABDB,4,Not stated/ not known,PPP0131
PPPABDD,4,Not stated/ not known,PPP0133
PPPABDF,4,Not stated/ not known,PPP0135
PPPABDH,4,Not stated/ not known,PPP0137
PPPABDJ,4,Not stated/ not known,PPP0139
PPPABEB,4,Not stated/ not known,PPP0141
PPPABED,4,Not stated/ not known,PPP0143
PPPABEF,4,Not stated/ not known,PPP0145
PPPABEH,4,Not stated/ not known,PPP0147
PPPABEJ,4,Not stated/ not known,PPP0149
PPPABFB,4,Not stated/ not known,PPP0151
PPPABFD,4,Not stated/ not known,PPP0153
PPPABFF,4,Not stated/ not known,PPP0155
PPPABFH,4,Not stated/ not known,PPP0157
PPPABFJ,4,Not stated/ not known,PPP0159
PPPABGB,4,Not stated/ not known,PPP0161
PPPABGD,4,Not stated/ not known,PPP0163
PPPABGF,4,Not stated/ not known,PPP0165
PPPABGH,4,Not stated/ not known,PPP0167
PPPABGJ,4,Not stated/ not known,PPP0169
PPPABHB,4,Not stated/ not known,PPP0171
PPPABHC,4,04 weeks,PPP0172
PPPABHD,4,04 weeks,PPP0173
PPPABHE,4,04 weeks,PPP0174
PPPABHF,4,04 weeks,PPP0175
PPPABHG,4,04 weeks,PPP0176
PPPABHH,4,04 weeks,PPP0177
PPPABHI,4,04 weeks,PPP0178
PPPABHJ,4,04 weeks,PPP0179
PPPABIA,4,04 weeks,PPP0180
PPPABIB,4,04 weeks,PPP0181
PPPABIC,4,04 weeks,PPP0182
PPPABID,4,04 weeks,PPP0183
PPPABIE,4,04 weeks,PPP0184
PPPABIF,4,04 weeks,PPP0185
PPPABIG,4,04 weeks,PPP0186
PPPABIH,4,04 weeks,PPP0187
PPPABII,4,04 weeks,PPP0188
PPPABIJ,4,04 weeks,PPP0189
PPPABJA,4,90-99% government pensions and benefits,PPP0190
PPPABJB,4,90-99% government pensions and benefits,PPP0191
PPPABJD,4,Not stated/ not known,PPP0193
PPPABJF,4,Not stated/ not known,PPP0195
PPPABJH,4,Not stated/ not known,PPP0197
PPPABJJ,4,Not stated/ not known,PPP0199
PPPACAB,4,Not stated/ not known,PPP0201
PPPACAD,4,Not stated/ not known,PPP0203
PPPACAF,4,Not stated/ not known,PPP0205
PPPACAH,4,Not stated/ not known,PPP0207
PPPACAJ,4,Not stated/ not known,PPP0209
PPPACBB,4,Not stated/ not known,PPP0211
PPPACBD,4,Not stated/ not known,PPP0213
PPPACBE,4,4 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBF,4,Privately arranged scheme - current,PPP0215
PPPACBG,4,Did not transfer or roll over;,PPP0216
PPPACBH,4,Lawn mowing,PPP0217
PPPACBJ,4,Not stated/ not known,PPP0219
PPPACCB,4,Not stated/ not known,PPP0221
PPPACCD,4,Not stated/ not known,PPP0223
PPPACCF,4,Not stated/ not known,PPP0225
PPPACCH,4,Not stated/ not known,PPP0227
PPPACCJ,4,Not stated/ not known,PPP0229
PPPACDB,4,Not stated/ not known,PPP0231
PPPACDD,4,Not stated/ not known,PPP0233
PPPACDF,4,Not stated/ not known,PPP0235
PPPACDH,4,Not stated/ not known,PPP0237
PPPACDI,4,04 weeks,PPP0238
PPPACEA,4,Not stated/ not known,PPP0240
PPPACEC,4,Not stated/ not known,PPP0242
PPPACEE,4,Not stated/ not known,PPP0244
PPPACEG,4,Not stated/ not known,PPP0246
PPPACEI,4,Not stated/ not known,PPP0248
PPPACFA,4,Not stated/ not known,PPP0250
PPPACFC,4,Not stated/ not known,PPP0252
UUUAAAD,5,Family no. 5;,UUU0003
UUUAAAE,5,Income unit no. 5,UUU0004
UUUAAAG,5,5 persons,UUU0006
UUUAABB,5,Western Australia,UUU0011
UUUAABF,5,5 dependent children,UUU0015
UUUAACB,5,5 years old,UUU0021
UUUAACE,5,Aged 25 to 29 years,UUU0024
UUUAACF,5,Asia,UUU0025
UUUAACG,5,1980 onwards;,UUU0026
UUUAACH,5,Aged 25 to 29 years,UUU0027
UUUAACI,5,Asia,UUU0028
UUUAACJ,5,1980 onwards;,UUU0029
UUUAADA,5,Other arrangement,UUU0030
UUUAADC,5,Mobile/improvised dwelling,UUU0032
UUUAADD,5,"Interest, dividends, rent",UUU0033
UUUAADE,5,"Interest, dividends, rent",UUU0034
UUUAADF,5,100% government pensions and benefits,UUU0035
UUUAADI,5,100% government pensions and benefits,UUU0038
UUUAAFA,5,5 or more bedrooms,UUU0050
UUUABFJ,5,Music lessons,UUU0159
PPPAAAD,5,Family no. 5;,PPP0003
PPPAAAE,5,Income unit no. 5,PPP0004
PPPAAAF,5,Person 5,PPP0005
PPPAAAG,5,One person;,PPP0006
PPPAAAI,5,Western Australia,PPP0008
PPPAAAJ,5,One parent with dependent children but with no non-dependent children or other relatives,PPP0009
PPPAABA,5,Married/ de facto couple with only their children under 15 plus their unmarried children over 14,PPP0010
PPPAABC,5,Mobile/improvised dwelling,PPP0012
PPPAABD,5,Other arrangement,PPP0013
PPPAACC,5,5 or more bedrooms,PPP0022
PPPAACG,5,Aged 25 to 29 years,PPP0026
PPPAACI,5,Five months,PPP0028
PPPAACJ,5,Asia,PPP0029
PPPAADA,5,1980 onwards;,PPP0030
PPPAADB,5,Non-dependent child of head,PPP0031
PPPAADC,5,Non dependent child of the head,PPP0032
PPPAADE,5,Single head with dependent children,PPP0034
PPPAADF,5,Away for 52 weeks,PPP0035
PPPAADG,5,Not currently studying;,PPP0036
PPPAADH,5,Full-time and correspondence,PPP0037
PPPAADI,5,Trade certificate,PPP0038
PPPAADJ,5,"Science, maths, computing",PPP0039
PPPAAEA,5,16 years,PPP0040
PPPAAEB,5,Employed full-time,PPP0041
PPPAAEC,5,Own business without employees (non-limited liability) full-time/part-time,PPP0042
PPPAAED,5,Own business without employees (non-limited liability) full-time/part-time,PPP0043
PPPAAEG,5,Did not work during the period.;,PPP0046
PPPAAEH,5,Construction,PPP0047
PPPAAEI,5,Construction,PPP0048
PPPAAFB,5,Clerks,PPP0051
PPPAAFC,5,Clerks,PPP0052
PPPAAFD,5,Clerks,PPP0053
PPPAAFE,5,30 to 34 hours per week,PPP0054
PPPAAFF,5,30 to 34 hours per week,PPP0055
PPPAAFH,5,30 to 34 hours per week,PPP0057
PPPAAFI,5,45 hours per week or more;,PPP0058
PPPAAFJ,5,30 to 34 hours per week,PPP0059
PPPAAGA,5,05 weeks,PPP0060
PPPAAGB,5,05 weeks,PPP0061
PPPAAGC,5,05 weeks,PPP0062
PPPAAGD,5,05 weeks,PPP0063
PPPAAGE,5,05 weeks,PPP0064
PPPAAGF,5,05 weeks,PPP0065
PPPAAGG,5,05 weeks,PPP0066
PPPAAGH,5,05 weeks,PPP0067
PPPAAGI,5,Not asked (unemployed for less than 2 weeks),PPP0068
PPPAAGJ,5,"Interest, dividends, rent",PPP0069
PPPAAHA,5,"Interest, dividends, rent",PPP0070
PPPABHC,5,05 weeks,PPP0172
PPPABHD,5,05 weeks,PPP0173
PPPABHE,5,05 weeks,PPP0174
PPPABHF,5,05 weeks,PPP0175
PPPABHG,5,05 weeks,PPP0176
PPPABHH,5,05 weeks,PPP0177
PPPABHI,5,05 weeks,PPP0178
PPPABHJ,5,05 weeks,PPP0179
PPPABIA,5,05 weeks,PPP0180
PPPABIB,5,05 weeks,PPP0181
PPPABIC,5,05 weeks,PPP0182
PPPABID,5,05 weeks,PPP0183
PPPABIE,5,05 weeks,PPP0184
PPPABIF,5,05 weeks,PPP0185
PPPABIG,5,05 weeks,PPP0186
PPPABIH,5,05 weeks,PPP0187
PPPABII,5,05 weeks,PPP0188
PPPABIJ,5,05 weeks,PPP0189
PPPABJA,5,100% government pensions and benefits,PPP0190
PPPABJB,5,100% government pensions and benefits,PPP0191
PPPACBE,5,5 LUMPSUM SUPER YEAR REC NA PSN,PPP0214
PPPACBF,5,Other scheme - current,PPP0215
PPPACBH,5,Music lessons,PPP0217
PPPACDI,5,05 weeks,PPP0238
UUUAAAE,6,Income unit no. 6,UUU0004
UUUAAAG,6,6 persons,UUU0006
UUUAABB,6,Tasmania,UUU0011
UUUAABF,6,6 or more dependent children;,UUU0015
UUUAACB,6,6 years old,UUU0021
UUUAACE,6,Aged 30 to 34 years,UUU0024
UUUAACF,6,North and South America,UUU0025
UUUAACH,6,Aged 30 to 34 years,UUU0027
UUUAACI,6,North and South America,UUU0028
UUUAADA,6,"Visitor to a private dwelling, or resident of a special dwelling;",UUU0030
UUUAADC,6,Dwelling/non-dwelling combined;,UUU0032
UUUAADD,6,Other sources,UUU0033
UUUAADE,6,Other sources,UUU0034
UUUAADF,6,No income reported from any source;,UUU0035
UUUAADI,6,No income reported from any source;,UUU0038
UUUAAEB,6,Not stated/ not known - negative,UUU0041
UUUAAED,6,Not stated/ not known - negative,UUU0043
UUUAAEF,6,Not stated/ not known - negative,UUU0045
UUUAAEH,6,Not stated/ not known - negative,UUU0047
UUUAAEJ,6,Not stated/ not known - negative,UUU0049
UUUAAFA,6,Bedsitter flat,UUU0050
UUUAAFC,6,Not stated/ not known - negative,UUU0052
UUUAAFE,6,Not stated/ not known - negative,UUU0054
UUUAAFG,6,Not stated/ not known - negative,UUU0056
UUUAAFI,6,Not stated/ not known - negative,UUU0058
UUUAAGA,6,Not stated/ not known - negative,UUU0060
UUUAAGC,6,Not stated/ not known - negative,UUU0062
UUUAAGE,6,Not stated/ not known - negative,UUU0064
UUUAAGG,6,Not stated/ not known - negative,UUU0066
UUUAAGI,6,Not stated/ not known - negative,UUU0068
UUUAAHA,6,Not stated/ not known - negative,UUU0070
UUUAAHC,6,Not stated/ not known - negative,UUU0072
UUUAAHE,6,Not stated/ not known - negative,UUU0074
UUUAAHG,6,Not stated/ not known - negative,UUU0076
UUUAAHI,6,Not stated/ not known - negative,UUU0078
UUUAAIA,6,Not stated/ not known - negative,UUU0080
UUUAAIC,6,Not stated/ not known - negative,UUU0082
UUUAAIE,6,Not stated/ not known - negative,UUU0084
UUUAAIG,6,Not stated/ not known - negative,UUU0086
UUUAAII,6,Not stated/ not known - negative,UUU0088
UUUAAJA,6,Not stated/ not known - negative,UUU0090
UUUAAJC,6,Not stated/ not known - negative,UUU0092
UUUAAJE,6,Not stated/ not known - negative,UUU0094
UUUAAJG,6,Not stated/ not known - negative,UUU0096
UUUAAJI,6,Not stated/ not known - negative,UUU0098
UUUABAA,6,Not stated/ not known - negative,UUU0100
UUUABAC,6,Not stated/ not known - negative,UUU0102
UUUABAE,6,Not stated/ not known - negative,UUU0104
UUUABAG,6,Not stated/ not known - negative,UUU0106
UUUABAI,6,Not stated/ not known - negative,UUU0108
UUUABBA,6,Not stated/ not known - negative,UUU0110
UUUABBC,6,Not stated/ not known - negative,UUU0112
UUUABBE,6,Not stated/ not known - negative,UUU0114
UUUABBG,6,Not stated/ not known - negative,UUU0116
UUUABBI,6,Not stated/ not known - negative,UUU0118
UUUABCA,6,Not stated/ not known - negative,UUU0120
UUUABCC,6,Not stated/ not known - negative,UUU0122
UUUABCE,6,Not stated/ not known - negative,UUU0124
UUUABCG,6,Not stated/ not known - negative,UUU0126
UUUABCI,6,Not stated/ not known - negative,UUU0128
UUUABDA,6,Not stated/ not known - negative,UUU0130
UUUABDC,6,Not stated/ not known - negative,UUU0132
UUUABDE,6,Not stated/ not known - negative,UUU0134
UUUABDG,6,Not stated/ not known - negative,UUU0136
UUUABDI,6,Not stated/ not known - negative,UUU0138
UUUABEA,6,Not stated/ not known - negative,UUU0140
UUUABEC,6,Not stated/ not known - negative,UUU0142
UUUABEE,6,Not stated/ not known - negative,UUU0144
UUUABEG,6,Not stated/ not known - negative,UUU0146
UUUABEI,6,Not stated/ not known - negative,UUU0148
UUUABFA,6,Not stated/ not known - negative,UUU0150
UUUABFC,6,Not stated/ not known - negative,UUU0152
UUUABFE,6,Not stated/ not known - negative,UUU0154
UUUABFG,6,Not stated/ not known - negative,UUU0156
UUUABFI,6,Not stated/ not known - negative,UUU0158
UUUABFJ,6,Playing musical instruments,UUU0159
UUUABGB,6,Not stated/ not known - negative,UUU0161
UUUABGD,6,Not stated/ not known - negative,UUU0163
UUUABGF,6,Not stated/ not known - negative,UUU0165
UUUABGH,6,Not stated/ not known - negative,UUU0167
UUUABGJ,6,Not stated/ not known - negative,UUU0169
UUUABHB,6,Not stated/ not known - negative,UUU0171
UUUABHD,6,Not stated/ not known - negative,UUU0173
UUUABHF,6,Not stated/ not known - negative,UUU0175
UUUABHH,6,Not stated/ not known - negative,UUU0177
UUUABHJ,6,Not stated/ not known - negative,UUU0179
UUUABIB,6,Not stated/ not known - negative,UUU0181
UUUABID,6,Not stated/ not known - negative,UUU0183
UUUABIF,6,Not stated/ not known - negative,UUU0185
UUUABIH,6,Not stated/ not known - negative,UUU0187
UUUABIJ,6,Not stated/ not known - negative,UUU0189
UUUABJB,6,Not stated/ not known - negative,UUU0191
UUUABJD,6,Not stated/ not known - negative,UUU0193
UUUABJF,6,Not stated/ not known - negative,UUU0195
UUUABJH,6,Not stated/ not known - negative,UUU0197
PPPAAAE,6,Income unit no. 6,PPP0004
PPPAAAF,6,Person 6;,PPP0005
PPPAAAI,6,Tasmania,PPP0008
PPPAAAJ,6,One parent with dependent children and also with non-dependent children or other relatives,PPP0009
PPPAABA,6,One person with only his/her unmarried children over 14 years,PPP0010
PPPAABC,6,Dwelling/non-dwelling improvised;,PPP0012
PPPAABD,6,"Visitor to a private dwelling, or resident of a special dwelling;",PPP0013
PPPAABF,6,Not stated/ not known - negative,PPP0015
PPPAABH,6,Not stated/ not known - negative,PPP0017
PPPAABJ,6,Not stated/ not known - negative,PPP0019
PPPAACB,6,Not stated/ not known - negative,PPP0021
PPPAACC,6,Bedsitter flat,PPP0022
PPPAACE,6,Not stated/ not known - negative,PPP0024
PPPAACG,6,Aged 30 to 34 years,PPP0026
PPPAACI,6,Six months,PPP0028
PPPAACJ,6,North and South America,PPP0029
PPPAADB,6,Non-dependent relative of head,PPP0031
PPPAADC,6,Non dependent other relative of the head;,PPP0032
PPPAADE,6,Single head without dependent children but with independent offspring,PPP0034
PPPAADF,6,"Arrived after June 30, 1986;",PPP0035
PPPAADH,6,Part-time and correspondence,PPP0037
PPPAADI,6,Other certificate or diploma,PPP0038
PPPAADJ,6,"Veterinary science, agriculture forestry",PPP0039
PPPAAEA,6,17 years,PPP0040
PPPAAEB,6,Employed part-time,PPP0041
PPPAAEC,6,Unpaid family helper full-time/part-time,PPP0042
PPPAAED,6,Unpaid family helper full-time/part-time,PPP0043
PPPAAEH,6,Wholesale and retail trade,PPP0047
PPPAAEI,6,Wholesale and retail trade,PPP0048
PPPAAFB,6,Salespersons and personal service workers,PPP0051
PPPAAFC,6,Salespersons and personal service workers,PPP0052
PPPAAFD,6,Salespersons and personal service workers,PPP0053
PPPAAFE,6,35 to 39 hours per week,PPP0054
PPPAAFF,6,35 to 39 hours per week,PPP0055
PPPAAFH,6,35 to 39 hours per week,PPP0057
PPPAAFJ,6,35 to 39 hours per week,PPP0059
PPPAAGA,6,06 weeks,PPP0060
PPPAAGB,6,06 weeks,PPP0061
PPPAAGC,6,06 weeks,PPP0062
PPPAAGD,6,06 weeks,PPP0063
PPPAAGE,6,06 weeks,PPP0064
PPPAAGF,6,06 weeks,PPP0065
PPPAAGG,6,06 weeks,PPP0066
PPPAAGH,6,06 weeks,PPP0067
PPPAAGI,6,Not asked (unemployed for 52 weeks);,PPP0068
PPPAAGJ,6,Other sources,PPP0069
PPPAAHA,6,Other sources,PPP0070
PPPAAHC,6,Not stated/ not known - negative,PPP0072
PPPAAHE,6,Not stated/ not known - negative,PPP0074
PPPAAHG,6,Not stated/ not known - negative,PPP0076
PPPAAHI,6,Not stated/ not known - negative,PPP0078
PPPAAIA,6,Not stated/ not known - negative,PPP0080
PPPAAIC,6,Not stated/ not known - negative,PPP0082
PPPAAIE,6,Not stated/ not known - negative,PPP0084
PPPAAIG,6,Not stated/ not known - negative,PPP0086
PPPAAIJ,6,Not stated/ not known - negative,PPP0089
PPPAAJB,6,Not stated/ not known - negative,PPP0091
PPPAAJD,6,Not stated/ not known - negative,PPP0093
PPPAAJF,6,Not stated/ not known - negative,PPP0095
PPPAAJH,6,Not stated/ not known - negative,PPP0097
PPPAAJJ,6,Not stated/ not known - negative,PPP0099
PPPABAB,6,Not stated/ not known - negative,PPP0101
PPPABAD,6,Not stated/ not known - negative,PPP0103
PPPABAF,6,Not stated/ not known - negative,PPP0105
PPPABAH,6,Not stated/ not known - negative,PPP0107
PPPABAJ,6,Not stated/ not known - negative,PPP0109
PPPABBB,6,Not stated/ not known - negative,PPP0111
PPPABBD,6,Not stated/ not known - negative,PPP0113
PPPABBF,6,Not stated/ not known - negative,PPP0115
PPPABBH,6,Not stated/ not known - negative,PPP0117
PPPABBJ,6,Not stated/ not known - negative,PPP0119
PPPABCB,6,Not stated/ not known - negative,PPP0121
PPPABCD,6,Not stated/ not known - negative,PPP0123
PPPABCF,6,Not stated/ not known - negative,PPP0125
PPPABCH,6,Not stated/ not known - negative,PPP0127
PPPABCJ,6,Not stated/ not known - negative,PPP0129
PPPABDB,6,Not stated/ not known - negative,PPP0131
PPPABDD,6,Not stated/ not known - negative,PPP0133
PPPABDF,6,Not stated/ not known - negative,PPP0135
PPPABDH,6,Not stated/ not known - negative,PPP0137
PPPABDJ,6,Not stated/ not known - negative,PPP0139
PPPABEB,6,Not stated/ not known - negative,PPP0141
PPPABED,6,Not stated/ not known - negative,PPP0143
PPPABEF,6,Not stated/ not known - negative,PPP0145
PPPABEH,6,Not stated/ not known - negative,PPP0147
PPPABEJ,6,Not stated/ not known - negative,PPP0149
PPPABFB,6,Not stated/ not known - negative,PPP0151
PPPABFD,6,Not stated/ not known - negative,PPP0153
PPPABFF,6,Not stated/ not known - negative,PPP0155
PPPABFH,6,Not stated/ not known - negative,PPP0157
PPPABFJ,6,Not stated/ not known - negative,PPP0159
PPPABGB,6,Not stated/ not known - negative,PPP0161
PPPABGD,6,Not stated/ not known - negative,PPP0163
PPPABGF,6,Not stated/ not known - negative,PPP0165
PPPABGH,6,Not stated/ not known - negative,PPP0167
PPPABGJ,6,Not stated/ not known - negative,PPP0169
PPPABHB,6,Not stated/ not known - negative,PPP0171
PPPABHC,6,06 weeks,PPP0172
PPPABHD,6,06 weeks,PPP0173
PPPABHE,6,06 weeks,PPP0174
PPPABHF,6,06 weeks,PPP0175
PPPABHG,6,06 weeks,PPP0176
PPPABHH,6,06 weeks,PPP0177
PPPABHI,6,06 weeks,PPP0178
PPPABHJ,6,06 weeks,PPP0179
PPPABIA,6,06 weeks,PPP0180
PPPABIB,6,06 weeks,PPP0181
PPPABIC,6,06 weeks,PPP0182
PPPABID,6,06 weeks,PPP0183
PPPABIE,6,06 weeks,PPP0184
PPPABIF,6,06 weeks,PPP0185
PPPABIG,6,06 weeks,PPP0186
PPPABIH,6,06 weeks,PPP0187
PPPABII,6,06 weeks,PPP0188
PPPABIJ,6,06 weeks,PPP0189
PPPABJA,6,No income reported from any source;,PPP0190
PPPABJB,6,No income reported from any source;,PPP0191
PPPABJD,6,Not stated/ not known - negative,PPP0193
PPPABJF,6,Not stated/ not known - negative,PPP0195
PPPABJH,6,Not stated/ not known - negative,PPP0197
PPPABJJ,6,Not stated/ not known - negative,PPP0199
PPPACAB,6,Not stated/ not known - negative,PPP0201
PPPACAD,6,Not stated/ not known - negative,PPP0203
PPPACAF,6,Not stated/ not known - negative,PPP0205
PPPACAH,6,Not stated/ not known - negative,PPP0207
PPPACAJ,6,Not stated/ not known - negative,PPP0209
PPPACBB,6,Not stated/ not known - negative,PPP0211
PPPACBD,6,Not stated/ not known - negative,PPP0213
